fine_label	utterance
UNK:UNK	Monsanto Executive Steven Adams on NNG Issue: “Don’t Want to Draw Attention to t he Toxicity of Our Product” This document contains email correspondence between Stephen Adams, Dan Jenkins and others discussing the NNG issue. Stephen Adams: “I wouldn't push the NNG issue too hard don't want to draw attention to the toxicity of our product.” 72 Bates Title Description MONGLY12221202 5/15/2014
UNK:UNK	Monsanto Email Re: a few edits… This document contains an email between Donna Farmer, Tom Helscher and Sam Murphey discussing talking points for the March Against Monsanto. In the exchange, Donna Farmer admits that Williams (2000), Williams (2012), Geisy (2000), Kier (2013), Kimmel (2013) and Mink/Mandel (2011/2012) were conducted “by people we contracted to write a review of studies and get them published.” Farmer also says of Roundup “[w]e cannot say it is ‘safe’…we can say history of safe use.” MONGLY03771170 5/15/2014
UNK:UNK	Emails Show Uptick in NNG Testing at Monsanto This document contains email correspondence between a number of Monsanto employees discussing the uptick in NNG testing. Alison MacInnes (Monsanto Research Scientist): “We are completing so much work around NNG that there is a real backlog in the number of samples we can run through the analytical system.” MONGLY00964333 6/16/2014
UNK:UNK	Monsanto Email Re: New Paper Email re Chuck Benbrook’s comment on IARC meta -analysis MONGLY01334721 MONGLY01334722 7/11/2014
UNK:UNK	Monsanto Email Re: RU 2020 with attachment NALAN Project 2010: Chemistry Support for Herbicide Tolerance (Roundup) Aug. 2006 PowerPoint Presentation detailing Surfactant Issue Analysis 73 Bates Title Description MONGLY02111857 9/10/2014
UNK:UNK	Email from Monsanto Toxicologist Michael Koch Discussing Tier 2 Studies This document contains an email from Mic hael Koch (Monsanto Toxicologist) discussing multiple Tier 2 studies and a 1- year Dog Waiver Draft for Canada. The study and the draft are redacted but Koch’s comments that precede both can be viewed. His comments reference “Kimberly” - Kimberly Hodge -Bell is a known participant and orchestrator in drafting waiver requests to regulatory agencies. MONGLY01208470 9/18/2014
UNK:UNK	Monsanto Executive Expresses Long- Held Concerns Over IARC Reviewing Glyphosate This document contains an email from Dr. Donna Farmer to Dr. John Acquavella. Dr. Farmer notes: “Just wanted to let you that what we have long been concerned about has happened. Glyphosate is on for an IARC review in March of 2015.” at *1. MONGLY0114722 5 10/2/2014
UNK:UNK	Monsanto Email Re: Kumar mouse reliability rating? Email wherein [REDACTED], a toxicologist from ADAMA Agricultural Solutions, informs David Saltmir as that he has no reason to downgrade reliability of Kumar study . MONGLY02432548 10/7/2014
UNK:UNK	Monsanto Email FW: For review : draft talking points for geology issue This document contains a redlined draft of talking points re the elevated levels of arsenic at the mine. 74 Bates Title Description MONGLY00989918 10/15/2014
UNK:UNK	Months Before IARC Report, Monsanto Executive Admits Company Faces Issues in Epidemiology, Exposure, Genotoxicity and Mode of Action This document is an email from Dr. William Heydens to Richard Garnett regarding the “IARC evaluation of Glyphosate” wherein Dr. Heydens concedes that “while we have vulnerability in the area of epidemiology, w e also have potential vulnerabilities in the other areas that IARC will consider, namely, exposure, genetox, and mode of action…” at *1. ACQUAVELLAPROD00008909 1/23/2015
UNK:UNK	Monsanto Consultant Acknowledges Relevance of Other Roundup Ingredients in Judging Plausibility of Glyphosate Carcinogenicity This document contains email correspondence between Drs. Donna Farmer and John Acquavella, wherein Dr. Acquavella discusses the response from DeRoos, who carried out an epidemiological s tudy on glyphosate, to Monsanto’s comments regarding the dose thresholds cited by Monsanto as relevant for carcinogenicity. Dr. Acquavella reflects with respect to DeRoos’ comments: “the issue of the human findings representing relevant routes of exposure (whatever that means) and being interpretable in and of themselves. Perhaps Tom should be prepared regarding the other ingredients in Roundup formulations being relevant for judging glyphosate.” at *1. MONGLY00946339 3/7/2015
UNK:UNK	Monsanto Email Re: More Science This document contains email correspondence between Monsanto employees Daniel Goldstein, Milton Stokers in response to Jennifer Schmidt regarding glyphosate levels in the gut. MONGLY00990361 3/13/2015 - 3/17/2015
UNK:UNK	Monsanto Internal Email: Company Executive Admits to Low Level of Formaldehyde in Roundup This document contains an email from Dr. William Heydens to Mr. Josh Monken (Monsanto) wherein Dr. Heydens admits to the “Low level presence of formaldehyde” (carcinogen by inhalation) in Roundup; and “Low level presence of NNG (N -nitroso - glyphosate) in Roundup - many N -Nitroso compounds are carcinogenic.” 75 Bates Title Description MONGLY00990361 3/17/2015
UNK:UNK	Monsanto Email Re: CE Collaboration Project This document contains email correspondence between Monsanto employees William Heydens and Josh Monken regarding C E Collaboration Project, wherein Heydens identifies more issues Monsanto faced in the early glyphosate days mid -late 1980s: “Low level presence of formaldehyde (carcinogen by inhalation) in Roundup Low level presence of NNG (N- nitroso- glyphosate) in Roundup - many N -Nitroso compounds are carcinogenic. Many tox studies for glyphosate had been done at a lab (IBT - ---Industrial Biotest) that FDA/EPA found to generate fraudulent data back in the 70s.” MONGLY07673239 3/30/2015
UNK:UNK	Monsanto Email from Daniel Goldstein Re: IARC - Poison Center Calls Dan Goldstein discussing mess ages from Missouri Poison Control Center re Roundup and cancer diagnoses. MONGLY00901786 4/15/2015
UNK:UNK	Monsanto Email Re: dialog follow ups – Gut microbes This document contains email correspondence between Monsanto employees John Vincini, Daniel Goldstein and Milton Stokes RE: dialogue follow ups - Gut microbes, wherein Goldstein admits we have little knowledge of the effect of glyphosate, but suggests Monsanto turn the problem around. MONGLY01252785 6/2/2015
UNK:UNK	Monsanto Email Re: IARC Updates Monsanto personnel discussing the possibility of collaborating with AHS authors 76 Bates Title Description MONGLY06809415 12/16/2015
UNK:UNK	Email Di scusses Contacting Retired Author of Ag Health Study to Speak Favorably of Glyphosate in Wake of IARC Monograph MONGLY06809415 is an email exchange in which the idea of contacting one of the AHS study authors to speak favorably of glyphosate is brought up. MONGLY02052065 4/28/2015
UNK:UNK	Internal correspondence where MON employee recognizes that co - formulants are not biologically inert Internal correspondence wherein a Monsanto employee rec ognizes that co -formulants are not biologically inert MONGLY01185582 7/31/2015
UNK:UNK	"Internal Email from Donna Farmer: Monsanto Would Rather Keep Roundup NNG Levels Below 1ppm Rather Than Engage in Scientific Debate Around Biological Activity This document contains email correspondence between John Acquavella and Donna Farmer. Donna Farmer concedes that NNG is “an impurity that arises via reaction of glyphosate with nitrosating agents during or after manufacture.” Farmer adds that Monsanto’s stance on NNG: “…as a general policy standard, regulators globally have accepted that nitrosamine impurities are unavoidable in some amine- based pesticid es, and that they do not require special testing or risk assessment if the levels are at 1ppm or lower. Monsanto therefore prefers to carefully control against NNG formation rather than to engage in scientific debate around its biological activity."" MONGLY01183933 8/6/2015 - 8/7/2015"
UNK:UNK	Email Detailing Monsanto Suspi cions That Formulated Roundup Can Lead to Tumor Production This document contains email correspondence between various Monsanto personnel regarding the Roundup formulation and the respective effects of glyphosate and surfactants, wherein Dr. William Heydens states that “surfactant in the formulation will come up in the tumor promotion skin study because we think it played a role there.” At *3. 77 Bates Title Description MONGLY03389622 8/10/2015
UNK:UNK	Monsanto Email Re: Scotts Glyphosate Visit Internal correspondence re Scotts review. Scotts would like to take “Monsanto” off packages. MONGLY00978170 9/16/2015 - 11/2/2015
UNK:UNK	Monsanto Consultant: ‘You Can’t Say That There is no Evidence’ of Roundup Carcinogenicity This document contains email correspondence between Ashley Roberts (Intertek), Dr. Tom Sorahan (Monsanto consultant), and Dr. John Acquavella (former Monsanto employee and consultant). Dr. Sorahan reckons it is not accurate to claim that there is no evidence for Roundup’s carcinogenicity. at *2. Dr. Acquavella concurs: “I agree as well that you can’t say that there is no evidence.” at *1. MONGLY10441007 2/2016
UNK:UNK	Monsanto PowerPoint: Roundup Lawn & Garden Global Formulation Strategy Meeting – February 2016 This document is a Feb. 2016 Monsanto PowerPoint presentation for a Roun dup Lawn & Garden Global Formulation Strategy Meeting. It includes Regulatory Landscape overview in the U.S. and EU and Lawn & Garden Competitive Review for U.S, UK, France, Germany, Australia and New Zealand. MONGLY06758730 2/13/2016
UNK:UNK	"Monsanto Internal Email on NNG and Formaldehyde Testing Before and After Aging In this email correspo ndence, Richard Garnett (Monsanto EU), Lisa Flagg (Monsanto Global Product Quality Lead, Crop Protection) and others discuss storage testing of glyphosate. Specifically, the email comments on how long- term storage of glyphosate increases NNG levels. Bart Roose (Monsanto EU): “I would suggest we agree in writing that `bad results' of NNG due to accelerated ageing can be caused by the heat level and is therefore not representative for ""normal ageing'.” 78 Bates Title Description MONGLY03425856 4/7/2016"
